Fold  0
Nombre del experimento: 26L_weighted_1
--Pattern set encontrado en ../patterns\base\0
--Labels set encontrado en ../labels\base\0

Los resultados se guardarán en: ../outputs\alexnet\base\26L_weighted_1\0
Los modelos se guardarán en: ../models\alexnet\base\0
Fold  1
Nombre del experimento: 26L_weighted_1
--Pattern set encontrado en ../patterns\base\1
--Labels set encontrado en ../labels\base\1

Los resultados se guardarán en: ../outputs\alexnet\base\26L_weighted_1\1
Los modelos se guardarán en: ../models\alexnet\base\1
Fold  2
Nombre del experimento: 26L_weighted_1
--Pattern set encontrado en ../patterns\base\2
--Labels set encontrado en ../labels\base\2

Los resultados se guardarán en: ../outputs\alexnet\base\26L_weighted_1\2
Los modelos se guardarán en: ../models\alexnet\base\2
Fold  3
Nombre del experimento: 26L_weighted_1
--Pattern set encontrado en ../patterns\base\3
--Labels set encontrado en ../labels\base\3

Los resultados se guardarán en: ../outputs\alexnet\base\26L_weighted_1\3
Los modelos se guardarán en: ../models\alexnet\base\3
Usando device: NVIDIA GeForce GTX 1060
Usando top_labels previamente generados para 26 labels
Train Trial [0/200], LR: 0.001, W: 0.01, Avg Loss: 4.2482, Accuracy: 0.3575, F1 score: 0.2538, HS: 0.1473

Train Trial [80/200], LR: 0.0001, W: 0.01, Avg Loss: 0.4147, Accuracy: 0.9201, F1 score: 0.6053, HS: 0.4702
Valid Trial [80/200], LR: 0.0001, W: 0.01, Avg Loss: 16.0689, Accuracy: 0.8859, F1 score: 0.4431, HS: 0.3042

Train Trial [81/200], LR: 0.0001, W: 0.01, Avg Loss: 0.3914, Accuracy: 0.9191, F1 score: 0.6029, HS: 0.4688
Valid Trial [81/200], LR: 0.0001, W: 0.01, Avg Loss: 16.4393, Accuracy: 0.8892, F1 score: 0.4505, HS: 0.3090

Train Trial [82/200], LR: 0.0001, W: 0.01, Avg Loss: 0.3926, Accuracy: 0.9215, F1 score: 0.6101, HS: 0.4788
Valid Trial [82/200], LR: 0.0001, W: 0.01, Avg Loss: 16.0191, Accuracy: 0.8866, F1 score: 0.4485, HS: 0.3122

Out of patience!
Best epoch: 72
Guardando mejor modelo en ../models\alexnet\base\0\75L_weighted_1.pth
CURRENT BATCH SIZE:  124
CURRENT BATCH SIZE:  124
Test Trial [1/1], LR: 0.0001, W: 0.001, Avg Loss: 119.4551, Accuracy: 0.8810, F1 score: 0.4412, HS: 0.3056
Predicciones guardadas en ../outputs\alexnet\base\75L_weighted_1\0\predictions.csv
HS fold 1: 0.3071
Creando top_labels para 72 labels
Aplicando threshold 7 para trabajar con 69 labels
Top labels creado con éxito
Train Trial [0/200], LR: 0.001, W: 0.01, Avg Loss: 5.9723, Accuracy: 0.3737, F1 score: 0.1424, HS: 0.0782
Valid Trial [0/200], LR: 0.001, W: 0.01, Avg Loss: 4.5399, Accuracy: 0.3616, F1 score: 0.1549, HS: 0.0836

Train Trial [1/200], LR: 0.001, W: 0.01, Avg Loss: 3.1519, Accuracy: 0.3289, F1 score: 0.1520, HS: 0.0832
Valid Trial [1/200], LR: 0.001, W: 0.01, Avg Loss: 3.6608, Accuracy: 0.2967, F1 score: 0.1469, HS: 0.0791

Train Trial [2/200], LR: 0.001, W: 0.01, Avg Loss: 2.8828, Accuracy: 0.3395, F1 score: 0.1574, HS: 0.0878
Valid Trial [2/200], LR: 0.001, W: 0.01, Avg Loss: 3.2829, Accuracy: 0.3837, F1 score: 0.1676, HS: 0.0941

Train Trial [3/200], LR: 0.001, W: 0.01, Avg Loss: 2.4972, Accuracy: 0.3661, F1 score: 0.1631, HS: 0.0919
Valid Trial [3/200], LR: 0.001, W: 0.01, Avg Loss: 3.8914, Accuracy: 0.4619, F1 score: 0.1805, HS: 0.1039

Train Trial [4/200], LR: 0.001, W: 0.01, Avg Loss: 2.6697, Accuracy: 0.4157, F1 score: 0.1739, HS: 0.1002
Valid Trial [4/200], LR: 0.001, W: 0.01, Avg Loss: 3.3433, Accuracy: 0.3655, F1 score: 0.1632, HS: 0.0914

Train Trial [5/200], LR: 0.001, W: 0.01, Avg Loss: 2.3025, Accuracy: 0.4739, F1 score: 0.1886, HS: 0.1114
Valid Trial [5/200], LR: 0.001, W: 0.01, Avg Loss: 3.4449, Accuracy: 0.3978, F1 score: 0.1705, HS: 0.0963

Train Trial [6/200], LR: 0.001, W: 0.01, Avg Loss: 2.2244, Accuracy: 0.4603, F1 score: 0.1882, HS: 0.1106
Valid Trial [6/200], LR: 0.001, W: 0.01, Avg Loss: 3.8253, Accuracy: 0.5193, F1 score: 0.1923, HS: 0.1102

Train Trial [7/200], LR: 0.001, W: 0.01, Avg Loss: 2.0600, Accuracy: 0.5280, F1 score: 0.2074, HS: 0.1260
Valid Trial [7/200], LR: 0.00075, W: 0.01, Avg Loss: 3.3831, Accuracy: 0.5325, F1 score: 0.2028, HS: 0.1204

Train Trial [8/200], LR: 0.00075, W: 0.01, Avg Loss: 1.8828, Accuracy: 0.5547, F1 score: 0.2181, HS: 0.1325
Valid Trial [8/200], LR: 0.00075, W: 0.01, Avg Loss: 3.4948, Accuracy: 0.5975, F1 score: 0.2237, HS: 0.1329

Train Trial [9/200], LR: 0.00075, W: 0.01, Avg Loss: 1.6630, Accuracy: 0.6372, F1 score: 0.2556, HS: 0.1556
Valid Trial [9/200], LR: 0.00075, W: 0.01, Avg Loss: 3.1024, Accuracy: 0.6031, F1 score: 0.2238, HS: 0.1307

Train Trial [10/200], LR: 0.00075, W: 0.01, Avg Loss: 1.4500, Accuracy: 0.6744, F1 score: 0.2777, HS: 0.1716
Valid Trial [10/200], LR: 0.00075, W: 0.01, Avg Loss: 3.3044, Accuracy: 0.6104, F1 score: 0.2293, HS: 0.1344

Train Trial [11/200], LR: 0.00075, W: 0.01, Avg Loss: 1.3927, Accuracy: 0.6728, F1 score: 0.2780, HS: 0.1729
Valid Trial [11/200], LR: 0.00075, W: 0.01, Avg Loss: 5.4028, Accuracy: 0.6786, F1 score: 0.2562, HS: 0.1512

Train Trial [12/200], LR: 0.00075, W: 0.01, Avg Loss: 1.4358, Accuracy: 0.7027, F1 score: 0.2951, HS: 0.1821
Valid Trial [12/200], LR: 0.00075, W: 0.01, Avg Loss: 3.8653, Accuracy: 0.6630, F1 score: 0.2498, HS: 0.1496

Train Trial [13/200], LR: 0.00075, W: 0.01, Avg Loss: 1.3901, Accuracy: 0.7168, F1 score: 0.3075, HS: 0.1956
Valid Trial [13/200], LR: 0.0005625000000000001, W: 0.01, Avg Loss: 4.1683, Accuracy: 0.6618, F1 score: 0.2529, HS: 0.1521

Train Trial [14/200], LR: 0.0005625, W: 0.01, Avg Loss: 1.3604, Accuracy: 0.6912, F1 score: 0.2903, HS: 0.1795
Valid Trial [14/200], LR: 0.0005625000000000001, W: 0.01, Avg Loss: 4.6109, Accuracy: 0.7326, F1 score: 0.2915, HS: 0.1841

Train Trial [15/200], LR: 0.0005625, W: 0.01, Avg Loss: 1.1724, Accuracy: 0.7550, F1 score: 0.3397, HS: 0.2194
Valid Trial [15/200], LR: 0.0005625000000000001, W: 0.01, Avg Loss: 4.8479, Accuracy: 0.7293, F1 score: 0.2875, HS: 0.1753

Train Trial [16/200], LR: 0.0005625, W: 0.01, Avg Loss: 1.0456, Accuracy: 0.7720, F1 score: 0.3567, HS: 0.2300
Valid Trial [16/200], LR: 0.0005625000000000001, W: 0.01, Avg Loss: 6.1717, Accuracy: 0.7690, F1 score: 0.3174, HS: 0.1989

Train Trial [17/200], LR: 0.0005625, W: 0.01, Avg Loss: 1.0604, Accuracy: 0.7989, F1 score: 0.3841, HS: 0.2529
Valid Trial [17/200], LR: 0.0005625000000000001, W: 0.01, Avg Loss: 4.9130, Accuracy: 0.7276, F1 score: 0.2870, HS: 0.1745

Train Trial [18/200], LR: 0.0005625, W: 0.01, Avg Loss: 1.1183, Accuracy: 0.7655, F1 score: 0.3505, HS: 0.2249
Valid Trial [18/200], LR: 0.0005625000000000001, W: 0.01, Avg Loss: 6.1814, Accuracy: 0.7689, F1 score: 0.3210, HS: 0.2011

Train Trial [19/200], LR: 0.0005625, W: 0.01, Avg Loss: 1.0523, Accuracy: 0.8014, F1 score: 0.3891, HS: 0.2548
Valid Trial [19/200], LR: 0.00042187500000000005, W: 0.01, Avg Loss: 5.6019, Accuracy: 0.7397, F1 score: 0.2914, HS: 0.1764

Train Trial [20/200], LR: 0.0004219, W: 0.01, Avg Loss: 1.0950, Accuracy: 0.7889, F1 score: 0.3731, HS: 0.2424
Valid Trial [20/200], LR: 0.00042187500000000005, W: 0.01, Avg Loss: 6.0299, Accuracy: 0.7451, F1 score: 0.2986, HS: 0.1815

Train Trial [21/200], LR: 0.0004219, W: 0.01, Avg Loss: 0.9163, Accuracy: 0.7844, F1 score: 0.3710, HS: 0.2419
Valid Trial [21/200], LR: 0.00042187500000000005, W: 0.01, Avg Loss: 5.9185, Accuracy: 0.7828, F1 score: 0.3309, HS: 0.2092

Train Trial [22/200], LR: 0.0004219, W: 0.01, Avg Loss: 0.9056, Accuracy: 0.8299, F1 score: 0.4258, HS: 0.2919
Valid Trial [22/200], LR: 0.00042187500000000005, W: 0.01, Avg Loss: 5.7971, Accuracy: 0.7702, F1 score: 0.3207, HS: 0.2085

Train Trial [23/200], LR: 0.0004219, W: 0.01, Avg Loss: 0.8705, Accuracy: 0.8136, F1 score: 0.4055, HS: 0.2744
Valid Trial [23/200], LR: 0.00042187500000000005, W: 0.01, Avg Loss: 6.8154, Accuracy: 0.7997, F1 score: 0.3443, HS: 0.2230

Train Trial [24/200], LR: 0.0004219, W: 0.01, Avg Loss: 0.7795, Accuracy: 0.8476, F1 score: 0.4549, HS: 0.3174
Valid Trial [24/200], LR: 0.00042187500000000005, W: 0.01, Avg Loss: 6.8045, Accuracy: 0.7908, F1 score: 0.3353, HS: 0.2091

Train Trial [25/200], LR: 0.0004219, W: 0.01, Avg Loss: 0.7870, Accuracy: 0.8407, F1 score: 0.4441, HS: 0.3091
Valid Trial [25/200], LR: 0.00031640625000000006, W: 0.01, Avg Loss: 7.5020, Accuracy: 0.8255, F1 score: 0.3660, HS: 0.2319

Train Trial [26/200], LR: 0.0003164, W: 0.01, Avg Loss: 0.7875, Accuracy: 0.8657, F1 score: 0.4872, HS: 0.3429
Valid Trial [26/200], LR: 0.00031640625000000006, W: 0.01, Avg Loss: 6.8192, Accuracy: 0.8118, F1 score: 0.3625, HS: 0.2354

Train Trial [27/200], LR: 0.0003164, W: 0.01, Avg Loss: 0.7494, Accuracy: 0.8542, F1 score: 0.4673, HS: 0.3260
Valid Trial [27/200], LR: 0.00031640625000000006, W: 0.01, Avg Loss: 7.9468, Accuracy: 0.8311, F1 score: 0.3804, HS: 0.2515

Train Trial [28/200], LR: 0.0003164, W: 0.01, Avg Loss: 0.6846, Accuracy: 0.8629, F1 score: 0.4816, HS: 0.3347
Valid Trial [28/200], LR: 0.00031640625000000006, W: 0.01, Avg Loss: 7.0169, Accuracy: 0.8122, F1 score: 0.3581, HS: 0.2316

Train Trial [29/200], LR: 0.0003164, W: 0.01, Avg Loss: 0.6804, Accuracy: 0.8567, F1 score: 0.4710, HS: 0.3258
Valid Trial [29/200], LR: 0.00031640625000000006, W: 0.01, Avg Loss: 7.9821, Accuracy: 0.8352, F1 score: 0.3819, HS: 0.2507

Train Trial [30/200], LR: 0.0003164, W: 0.01, Avg Loss: 0.6352, Accuracy: 0.8754, F1 score: 0.5055, HS: 0.3598
Valid Trial [30/200], LR: 0.00031640625000000006, W: 0.01, Avg Loss: 7.5843, Accuracy: 0.8337, F1 score: 0.3789, HS: 0.2465

Train Trial [31/200], LR: 0.0003164, W: 0.01, Avg Loss: 0.6032, Accuracy: 0.8806, F1 score: 0.5161, HS: 0.3685
Valid Trial [31/200], LR: 0.00023730468750000005, W: 0.01, Avg Loss: 9.1915, Accuracy: 0.8441, F1 score: 0.3933, HS: 0.2583

Train Trial [32/200], LR: 0.0002373, W: 0.01, Avg Loss: 0.5550, Accuracy: 0.8857, F1 score: 0.5282, HS: 0.3814
Valid Trial [32/200], LR: 0.00023730468750000005, W: 0.01, Avg Loss: 9.3613, Accuracy: 0.8554, F1 score: 0.4088, HS: 0.2703

Train Trial [33/200], LR: 0.0002373, W: 0.01, Avg Loss: 0.5435, Accuracy: 0.8994, F1 score: 0.5593, HS: 0.4136
Valid Trial [33/200], LR: 0.00023730468750000005, W: 0.01, Avg Loss: 9.1730, Accuracy: 0.8562, F1 score: 0.4136, HS: 0.2728

Train Trial [34/200], LR: 0.0002373, W: 0.01, Avg Loss: 0.5475, Accuracy: 0.8883, F1 score: 0.5337, HS: 0.3902
Valid Trial [34/200], LR: 0.00023730468750000005, W: 0.01, Avg Loss: 9.3441, Accuracy: 0.8636, F1 score: 0.4193, HS: 0.2812

Train Trial [35/200], LR: 0.0002373, W: 0.01, Avg Loss: 0.5310, Accuracy: 0.9072, F1 score: 0.5784, HS: 0.4287
Valid Trial [35/200], LR: 0.00023730468750000005, W: 0.01, Avg Loss: 9.6981, Accuracy: 0.8631, F1 score: 0.4183, HS: 0.2772

Train Trial [36/200], LR: 0.0002373, W: 0.01, Avg Loss: 0.5561, Accuracy: 0.8971, F1 score: 0.5541, HS: 0.4064
Valid Trial [36/200], LR: 0.00023730468750000005, W: 0.01, Avg Loss: 9.5873, Accuracy: 0.8554, F1 score: 0.4088, HS: 0.2693

Train Trial [37/200], LR: 0.0002373, W: 0.01, Avg Loss: 0.5138, Accuracy: 0.9031, F1 score: 0.5686, HS: 0.4210
Valid Trial [37/200], LR: 0.00017797851562500002, W: 0.01, Avg Loss: 11.5406, Accuracy: 0.8727, F1 score: 0.4390, HS: 0.2953

Train Trial [38/200], LR: 0.000178, W: 0.01, Avg Loss: 0.4752, Accuracy: 0.9108, F1 score: 0.5894, HS: 0.4430
Valid Trial [38/200], LR: 0.00017797851562500002, W: 0.01, Avg Loss: 9.2472, Accuracy: 0.8614, F1 score: 0.4262, HS: 0.2835

Train Trial [39/200], LR: 0.000178, W: 0.01, Avg Loss: 0.5481, Accuracy: 0.9039, F1 score: 0.5715, HS: 0.4236
Valid Trial [39/200], LR: 0.00017797851562500002, W: 0.01, Avg Loss: 9.0361, Accuracy: 0.8657, F1 score: 0.4294, HS: 0.2857

Train Trial [40/200], LR: 0.000178, W: 0.01, Avg Loss: 0.5416, Accuracy: 0.9034, F1 score: 0.5699, HS: 0.4224
Valid Trial [40/200], LR: 0.00017797851562500002, W: 0.01, Avg Loss: 8.9670, Accuracy: 0.8545, F1 score: 0.4073, HS: 0.2656

Train Trial [41/200], LR: 0.000178, W: 0.01, Avg Loss: 0.5814, Accuracy: 0.8845, F1 score: 0.5247, HS: 0.3745
Valid Trial [41/200], LR: 0.00017797851562500002, W: 0.01, Avg Loss: 8.4093, Accuracy: 0.8424, F1 score: 0.3864, HS: 0.2504

Train Trial [42/200], LR: 0.000178, W: 0.01, Avg Loss: 0.5302, Accuracy: 0.8896, F1 score: 0.5361, HS: 0.3864
Valid Trial [42/200], LR: 0.00017797851562500002, W: 0.01, Avg Loss: 10.6534, Accuracy: 0.8681, F1 score: 0.4274, HS: 0.2817

Train Trial [43/200], LR: 0.000178, W: 0.01, Avg Loss: 0.5472, Accuracy: 0.9058, F1 score: 0.5757, HS: 0.4313
Valid Trial [43/200], LR: 0.00013348388671875002, W: 0.01, Avg Loss: 8.5638, Accuracy: 0.8515, F1 score: 0.4033, HS: 0.2654

Train Trial [44/200], LR: 0.0001335, W: 0.01, Avg Loss: 0.4694, Accuracy: 0.8929, F1 score: 0.5447, HS: 0.3988
Valid Trial [44/200], LR: 0.00013348388671875002, W: 0.01, Avg Loss: 9.5310, Accuracy: 0.8636, F1 score: 0.4248, HS: 0.2869

Train Trial [45/200], LR: 0.0001335, W: 0.01, Avg Loss: 0.4898, Accuracy: 0.9128, F1 score: 0.5947, HS: 0.4565
Valid Trial [45/200], LR: 0.00013348388671875002, W: 0.01, Avg Loss: 10.3481, Accuracy: 0.8818, F1 score: 0.4527, HS: 0.3034

Train Trial [46/200], LR: 0.0001335, W: 0.01, Avg Loss: 0.4386, Accuracy: 0.9164, F1 score: 0.6049, HS: 0.4634
Valid Trial [46/200], LR: 0.00013348388671875002, W: 0.01, Avg Loss: 9.2559, Accuracy: 0.8738, F1 score: 0.4439, HS: 0.3006

Train Trial [47/200], LR: 0.0001335, W: 0.01, Avg Loss: 0.4035, Accuracy: 0.9150, F1 score: 0.6013, HS: 0.4553
Valid Trial [47/200], LR: 0.00013348388671875002, W: 0.01, Avg Loss: 10.2169, Accuracy: 0.8794, F1 score: 0.4505, HS: 0.3115

Train Trial [48/200], LR: 0.0001335, W: 0.01, Avg Loss: 0.4183, Accuracy: 0.9259, F1 score: 0.6327, HS: 0.4904
Valid Trial [48/200], LR: 0.00013348388671875002, W: 0.01, Avg Loss: 11.3627, Accuracy: 0.8835, F1 score: 0.4562, HS: 0.3106

Train Trial [49/200], LR: 0.0001335, W: 0.01, Avg Loss: 0.3859, Accuracy: 0.9239, F1 score: 0.6269, HS: 0.4815
Valid Trial [49/200], LR: 0.00010011291503906251, W: 0.01, Avg Loss: 11.5235, Accuracy: 0.8861, F1 score: 0.4580, HS: 0.3143

Train Trial [50/200], LR: 0.0001001, W: 0.01, Avg Loss: 0.3643, Accuracy: 0.9283, F1 score: 0.6413, HS: 0.5016
Valid Trial [50/200], LR: 0.00010011291503906251, W: 0.01, Avg Loss: 12.1910, Accuracy: 0.8867, F1 score: 0.4583, HS: 0.3172

Train Trial [51/200], LR: 0.0001001, W: 0.01, Avg Loss: 0.3399, Accuracy: 0.9342, F1 score: 0.6602, HS: 0.5220
Valid Trial [51/200], LR: 0.00010011291503906251, W: 0.01, Avg Loss: 13.1499, Accuracy: 0.8948, F1 score: 0.4740, HS: 0.3365

Train Trial [52/200], LR: 0.0001001, W: 0.01, Avg Loss: 0.3276, Accuracy: 0.9360, F1 score: 0.6671, HS: 0.5322
Valid Trial [52/200], LR: 0.00010011291503906251, W: 0.01, Avg Loss: 13.2490, Accuracy: 0.8954, F1 score: 0.4743, HS: 0.3260

Train Trial [53/200], LR: 0.0001001, W: 0.01, Avg Loss: 0.3247, Accuracy: 0.9364, F1 score: 0.6685, HS: 0.5341
Valid Trial [53/200], LR: 0.00010011291503906251, W: 0.01, Avg Loss: 13.3210, Accuracy: 0.8976, F1 score: 0.4846, HS: 0.3346

Train Trial [54/200], LR: 0.0001001, W: 0.01, Avg Loss: 0.3358, Accuracy: 0.9378, F1 score: 0.6728, HS: 0.5360
Valid Trial [54/200], LR: 0.00010011291503906251, W: 0.01, Avg Loss: 13.4847, Accuracy: 0.8948, F1 score: 0.4759, HS: 0.3311

Train Trial [55/200], LR: 0.0001001, W: 0.01, Avg Loss: 0.3021, Accuracy: 0.9373, F1 score: 0.6713, HS: 0.5349
Valid Trial [55/200], LR: 0.0001, W: 0.01, Avg Loss: 13.5216, Accuracy: 0.8980, F1 score: 0.4855, HS: 0.3379

Train Trial [56/200], LR: 0.0001, W: 0.01, Avg Loss: 0.3163, Accuracy: 0.9400, F1 score: 0.6813, HS: 0.5468
Valid Trial [56/200], LR: 0.0001, W: 0.01, Avg Loss: 13.6752, Accuracy: 0.8982, F1 score: 0.4820, HS: 0.3351

Train Trial [57/200], LR: 0.0001, W: 0.01, Avg Loss: 0.3176, Accuracy: 0.9421, F1 score: 0.6891, HS: 0.5570
Valid Trial [57/200], LR: 0.0001, W: 0.01, Avg Loss: 14.4269, Accuracy: 0.8958, F1 score: 0.4682, HS: 0.3314

Train Trial [58/200], LR: 0.0001, W: 0.01, Avg Loss: 0.3146, Accuracy: 0.9409, F1 score: 0.6844, HS: 0.5522
Valid Trial [58/200], LR: 0.0001, W: 0.01, Avg Loss: 13.9812, Accuracy: 0.8935, F1 score: 0.4640, HS: 0.3235

Train Trial [59/200], LR: 0.0001, W: 0.01, Avg Loss: 0.3504, Accuracy: 0.9364, F1 score: 0.6685, HS: 0.5259
Valid Trial [59/200], LR: 0.0001, W: 0.01, Avg Loss: 11.9953, Accuracy: 0.8891, F1 score: 0.4674, HS: 0.3193

Train Trial [60/200], LR: 0.0001, W: 0.01, Avg Loss: 0.3206, Accuracy: 0.9316, F1 score: 0.6522, HS: 0.5115
Valid Trial [60/200], LR: 0.0001, W: 0.01, Avg Loss: 13.3801, Accuracy: 0.8928, F1 score: 0.4633, HS: 0.3244

Train Trial [61/200], LR: 0.0001, W: 0.01, Avg Loss: 0.3235, Accuracy: 0.9427, F1 score: 0.6914, HS: 0.5647
Valid Trial [61/200], LR: 0.0001, W: 0.01, Avg Loss: 13.8176, Accuracy: 0.8991, F1 score: 0.4794, HS: 0.3559

Train Trial [62/200], LR: 0.0001, W: 0.01, Avg Loss: 0.3338, Accuracy: 0.9421, F1 score: 0.6892, HS: 0.5651
Valid Trial [62/200], LR: 0.0001, W: 0.01, Avg Loss: 12.0458, Accuracy: 0.8915, F1 score: 0.4710, HS: 0.3386

Train Trial [63/200], LR: 0.0001, W: 0.01, Avg Loss: 0.2849, Accuracy: 0.9394, F1 score: 0.6790, HS: 0.5468
Valid Trial [63/200], LR: 0.0001, W: 0.01, Avg Loss: 13.9890, Accuracy: 0.8974, F1 score: 0.4743, HS: 0.3299

Train Trial [64/200], LR: 0.0001, W: 0.01, Avg Loss: 0.3192, Accuracy: 0.9427, F1 score: 0.6914, HS: 0.5611
Valid Trial [64/200], LR: 0.0001, W: 0.01, Avg Loss: 12.8883, Accuracy: 0.8943, F1 score: 0.4736, HS: 0.3324

Train Trial [65/200], LR: 0.0001, W: 0.01, Avg Loss: 0.3114, Accuracy: 0.9385, F1 score: 0.6757, HS: 0.5422
Valid Trial [65/200], LR: 0.0001, W: 0.01, Avg Loss: 13.4001, Accuracy: 0.8922, F1 score: 0.4649, HS: 0.3281

Train Trial [66/200], LR: 0.0001, W: 0.01, Avg Loss: 0.3328, Accuracy: 0.9413, F1 score: 0.6857, HS: 0.5535
Valid Trial [66/200], LR: 0.0001, W: 0.01, Avg Loss: 15.5894, Accuracy: 0.8974, F1 score: 0.4753, HS: 0.3275

Train Trial [67/200], LR: 0.0001, W: 0.01, Avg Loss: 0.3598, Accuracy: 0.9386, F1 score: 0.6758, HS: 0.5409
Valid Trial [67/200], LR: 0.0001, W: 0.01, Avg Loss: 12.6335, Accuracy: 0.8848, F1 score: 0.4513, HS: 0.3080

Train Trial [68/200], LR: 0.0001, W: 0.01, Avg Loss: 0.3394, Accuracy: 0.9333, F1 score: 0.6577, HS: 0.5152
Valid Trial [68/200], LR: 0.0001, W: 0.01, Avg Loss: 13.1271, Accuracy: 0.8930, F1 score: 0.4657, HS: 0.3256

Train Trial [69/200], LR: 0.0001, W: 0.01, Avg Loss: 0.3532, Accuracy: 0.9404, F1 score: 0.6822, HS: 0.5445
Valid Trial [69/200], LR: 0.0001, W: 0.01, Avg Loss: 11.7348, Accuracy: 0.8993, F1 score: 0.4944, HS: 0.3420

Train Trial [70/200], LR: 0.0001, W: 0.01, Avg Loss: 0.3519, Accuracy: 0.9387, F1 score: 0.6767, HS: 0.5344
Valid Trial [70/200], LR: 0.0001, W: 0.01, Avg Loss: 11.4515, Accuracy: 0.8906, F1 score: 0.4764, HS: 0.3258

Train Trial [71/200], LR: 0.0001, W: 0.01, Avg Loss: 0.3038, Accuracy: 0.9341, F1 score: 0.6609, HS: 0.5179
Valid Trial [71/200], LR: 0.0001, W: 0.01, Avg Loss: 13.2523, Accuracy: 0.8930, F1 score: 0.4792, HS: 0.3354

Out of patience!
Best epoch: 61
Guardando mejor modelo en ../models\alexnet\base\1\75L_weighted_1.pth
CURRENT BATCH SIZE:  124
CURRENT BATCH SIZE:  124
Test Trial [1/1], LR: 0.0001, W: 0.001, Avg Loss: 77.9339, Accuracy: 0.8990, F1 score: 0.4768, HS: 0.3314
Predicciones guardadas en ../outputs\alexnet\base\75L_weighted_1\1\predictions.csv
HS fold 1: 0.3314
Creando top_labels para 69 labels
Aplicando threshold 8 para trabajar con 61 labels
Top labels creado con éxito
Train Trial [0/200], LR: 0.001, W: 0.01, Avg Loss: 4.7625, Accuracy: 0.3287, F1 score: 0.1482, HS: 0.0809
Valid Trial [0/200], LR: 0.001, W: 0.01, Avg Loss: 3.8746, Accuracy: 0.2108, F1 score: 0.1468, HS: 0.0816

Train Trial [1/200], LR: 0.001, W: 0.01, Avg Loss: 3.2565, Accuracy: 0.2480, F1 score: 0.1514, HS: 0.0825
Valid Trial [1/200], LR: 0.001, W: 0.01, Avg Loss: 3.5780, Accuracy: 0.2646, F1 score: 0.1509, HS: 0.0862

Train Trial [2/200], LR: 0.001, W: 0.01, Avg Loss: 2.8586, Accuracy: 0.3090, F1 score: 0.1626, HS: 0.0928
Valid Trial [2/200], LR: 0.001, W: 0.01, Avg Loss: 3.6306, Accuracy: 0.3041, F1 score: 0.1611, HS: 0.0890

Train Trial [3/200], LR: 0.001, W: 0.01, Avg Loss: 2.7026, Accuracy: 0.3226, F1 score: 0.1693, HS: 0.0972
Valid Trial [3/200], LR: 0.001, W: 0.01, Avg Loss: 3.5007, Accuracy: 0.3239, F1 score: 0.1633, HS: 0.0919

Train Trial [4/200], LR: 0.001, W: 0.01, Avg Loss: 2.4577, Accuracy: 0.4087, F1 score: 0.1854, HS: 0.1111
Valid Trial [4/200], LR: 0.001, W: 0.01, Avg Loss: 3.5291, Accuracy: 0.4235, F1 score: 0.1844, HS: 0.1087

Train Trial [5/200], LR: 0.001, W: 0.01, Avg Loss: 2.3105, Accuracy: 0.4709, F1 score: 0.2035, HS: 0.1206
Valid Trial [5/200], LR: 0.001, W: 0.01, Avg Loss: 3.4691, Accuracy: 0.4031, F1 score: 0.1778, HS: 0.0982

Train Trial [6/200], LR: 0.001, W: 0.01, Avg Loss: 2.1612, Accuracy: 0.4995, F1 score: 0.2135, HS: 0.1308
Valid Trial [6/200], LR: 0.00075, W: 0.01, Avg Loss: 3.5390, Accuracy: 0.4788, F1 score: 0.1979, HS: 0.1127

Train Trial [7/200], LR: 0.00075, W: 0.01, Avg Loss: 2.0772, Accuracy: 0.5264, F1 score: 0.2241, HS: 0.1355
Valid Trial [7/200], LR: 0.00075, W: 0.01, Avg Loss: 3.4459, Accuracy: 0.5118, F1 score: 0.2107, HS: 0.1234

Train Trial [8/200], LR: 0.00075, W: 0.01, Avg Loss: 1.9917, Accuracy: 0.5290, F1 score: 0.2271, HS: 0.1350
Valid Trial [8/200], LR: 0.00075, W: 0.01, Avg Loss: 3.4286, Accuracy: 0.5284, F1 score: 0.2170, HS: 0.1297

Train Trial [9/200], LR: 0.00075, W: 0.01, Avg Loss: 1.8778, Accuracy: 0.5932, F1 score: 0.2519, HS: 0.1567
Valid Trial [9/200], LR: 0.00075, W: 0.01, Avg Loss: 3.8959, Accuracy: 0.5704, F1 score: 0.2269, HS: 0.1352

Train Trial [10/200], LR: 0.00075, W: 0.01, Avg Loss: 1.7662, Accuracy: 0.6131, F1 score: 0.2613, HS: 0.1619
Valid Trial [10/200], LR: 0.00075, W: 0.01, Avg Loss: 3.5704, Accuracy: 0.5872, F1 score: 0.2298, HS: 0.1386

Train Trial [11/200], LR: 0.00075, W: 0.01, Avg Loss: 1.7135, Accuracy: 0.6352, F1 score: 0.2751, HS: 0.1693
Valid Trial [11/200], LR: 0.00075, W: 0.01, Avg Loss: 3.4586, Accuracy: 0.5860, F1 score: 0.2388, HS: 0.1400

Train Trial [12/200], LR: 0.00075, W: 0.01, Avg Loss: 1.5047, Accuracy: 0.6413, F1 score: 0.2782, HS: 0.1743
